Herb_	Herb_pinyin_name	Herb_cn_name	Herb_en_name	Herb_latin_name	Properties	Meridians	UsePart	Function	Indication	Toxicity	Clinical_manifestations	Therapeutic_en_class	Therapeutic_cn_class	TCMID_id	TCM_ID_id	SymMap_id	TCMSP_id
HERB004448	QIAN CAO TENG	茜草藤	Indian Madder Stem	Rubia cordifolia	NA	NA	aerial parts	To stanch bleeding, move stasis.	Blood ejection, flooding, knocks and falls, wind impediment, lumbago, welling abscess toxin, swelling of clove.	NA	NA	NA	NA	NA	7410	NA	NA
HERB004449	QIAN CENG TA	千层塔	Serrate Clubmoss	Huperzia serrata [Syn. Lycopodium serratum ]	NA	NA	whole herb	To abate fever, eliminate damp, disperse stasis, stanch bleeding, clear heat and resolve toxin.	Lung abscess, pneumonia, cor pulmonale, taxation damage and blood ejection, bleeding from hemorrhoids, vaginal discharge, knocks and falls, toxin swelling, hematuria, cold-damp ascites, enduring sores, scalds.	NA	NA	NA	NA	NA	2533	NA	NA
HERB004450	QIAN DAN	铅丹	Red Lead	Minium	Minor cold; Pungent	Liver; Cardiovascular	NA	1. Treatment of scabies, pustulosis, unhealed lesion, burn, etc., usually mixed with honey for external use. 2. Treatment of malaria, used together with Herba Artemisiae Annuae or Radix Dichroae.	It chiefly contains Pb3O4 or 2PbO.PbO2. It is a bactericide and parasticide, and inhibits the secretion of mucosa.	Toxic	It chiefly contains Pb3O4 or 2PbO.PbO2. It is a bactericide and parasticide, and inhibits the secretion of mucosa. 	For eliminating toxic materials, dissolving rottenness and growing new muscles	拔毒化腐生肌	NA	5999	NA	562
HERB004451	QIAN FEN	铅粉	Lead Powder	ceruse	Minor cold; Pungent	Liver; Cardiovascular	NA	1. Treatment of scabies, pustulosis, unhealed lesion, burn, etc., usually mixed with honey for external use. 2. Treatment of malaria, used together with Herba Artemisiae Annuae or Radix Dichroae.	It chiefly contains Pb3O4 or 2PbO.PbO2. It is a bactericide and parasticide, and inhibits the secretion of mucosa.	Toxic	It chiefly contains Pb3O4 or 2PbO.PbO2. It is a bactericide and parasticide, and inhibits the secretion of mucosa. 	For eliminating toxic materials, dissolving rottenness and growing new muscles	拔毒化腐生肌	NA	2174	NA	563
HERB004452	QIAN GUI QIAN JIN TENG	头花千金藤	Oriental Stephania Root	Radix Stephaniae Dielsianae	NA	NA	Stephania dielsiana Y.C. Wu.	1. Remove wind-dampness and relieve pain: For arthralgia of heat type with marked redness, swelling and pain ofjoints. 2. Promote blood circulation to remove blood stasis, clear away toxic material and relieve swelling: For carbuncle, snake bite and traum	1. Its total alkaloid and iodomethyl quatemary ammonium of sinoacutine inhibit the neuromuscular system and relax the striated muscles. 2. Its component stephanine inhibits the growth of sarcoma180 and Werck's carcinoma256 in rats.	NA	1. Its total alkaloid and iodomethyl quatemary ammonium of sinoacutine inhibit the neuromuscular system and relax the striated muscles. 2. Its component stephanine inhibits the growth of sarcoma180 and Werck's carcinoma256 in rats. 	NA	NA	NA	3606	NA	1022
HERB004453	QIAN HU	前胡	root of Grand Hogfennel	radix Peucedani	Minor cold; Pungent; Bitter	Lung	root	To dispel wind and remove heat, and to relieve cough and resolve phlegm .	Cough, externally contracted wind-heat, lung heat phlegm depression, cough and asthma with abundant phlegm, sticky phlegm, retching counterflow and reduced food intake, fullness and oppression in chest and diaphragm.	NA	1. Oral use of its decoction can increase secretion of respiratory tract significantly and promote expectoration.2. Its active component nodakenetin possesses antibacterial and antimycotic effects	Phlegresolving Medicine	化痰药	SMHB00319	6338	319	564
HERB004454	QIAN HUI GOU TENG	浅灰钩藤	Greyish Gambirplant	Uncaria canescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4384	NA	NA
HERB004455	QIAN HUI MAO GUAN JU	浅灰毛冠菊	Greyish Nannoglottis	Nannoglottis ravida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3182	NA	NA
HERB004456	QIAN JIE CAO	千解草	Herbaceous Pygmaeopremna	Pygmaeopremna herbacea [Syn. Premna herbacea]	NA	NA	whole herb	To quicken blood and relieve pain, dispel wind and eliminate damp, fortify spleen and disperse food.	Knocks and falls, wind-damp impediment pain, pain in stomach duct, indigestion, diarrhea, toxin swelling of sores.	NA	NA	NA	NA	NA	4504	NA	NA
HERB004457	QIAN JIN BA	千斤拔	root of Philippine Flemingia	Radix Moghaniae Philippinensis	Warm; Pungent	NA	NA	NA	NA	NA	NA	Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal	祛风湿筋骨药	SMHB00314	5222	314	565
HERB004458	QIAN JIN HUA	千金花	Flos Eupatorii fortunei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1941	NA	NA
HERB004459	QIAN JIN TENG	千金藤	Japanese Staphania	Stephania japonica	NA	NA	root or stem-leaf	To clear heat and resolve toxin, dispel wind and relieve pain, disinhibit water and disperse edema.	Swelling pain in throat, swollen welling abscess, sore and boil, poisonous snake bite, wind-damp impediment pain, stomachache, beriberi with edema, nephritis with edema, urinary tract infection, rheumatic arthritis, sciatica.	NA	NA	NA	NA	NA	4748	NA	NA
HERB004460	QIAN JIN ZI	千金子	Caper Euphorbia Seed	Semen Euphorbiae	NA	NA	ripe seed without seed coat	To cause drastic purgation for treating edema, and eliminate blood stasis for treating masses.	Edema, phlegm-rheum, accumulation and distention-fullness, urinary and fecal stoppage, amenorrhea due to blood stasis, intractable impediment, wart.	NA	1. Its purgative effect is as three times as castor oil.2. Its fresh preparation may inhibit the progress of acute lymphatic leukemia, acute and chronic granulocytic leukemia and acute monocytic leukemia.	Drastic Purgatives	通水药	SMHB00315	1106	315	1023
HERB004461	QIAN JIN ZI SHUANG	千金子霜	Caper Euphorbia Seed Powder	Semen Euphorbiae Pulveratum	NA	NA	Semen Euphorbiae	Treament of edema or retained fluid with abdominal distension, oliguria and constipation, amenorrhea due to blood stasis, external use for ringworm and verrucous vegetations.	1. Its purgative effect is as three times as castor oil.2. Its fresh preparation may inhibit the progress of acute lymphatic leukemia, acute and chronic granulocytic leukemia and acute monocytic leukemia.	NA	1. Its purgative effect is as three times as castor oil.2. Its fresh preparation may inhibit the progress of acute lymphatic leukemia, acute and chronic granulocytic leukemia and acute monocytic leukemia.	Purging	泻下	NA	3555	NA	1024
HERB004462	QIAN LI GUANG	千里光	Climbing Groundsel	Senecio scandens [Syn. Senecio chinensis]	Mild; Bitter	NA	aerial parts	To clear heat and resolve toxin, eliminate screen and brighten eyes, kill worms and relieve itch.	Wind-fire eye, conjunctivitis, eye screen, typhoid fever, acute bacillary dysentery, pneumonia, lobar pneumonia, tonsillitis, appendicitis, bronchitis, enteritis, jaundice, influenza, toxemia, hematosepsis, swelling toxin of welling abscess and boil, dry lichen, damp lichen, erysipelas, eczema, scalds, trichomoniasis.	Toxic	1. Broad-spectrum antibacteric. Its antibacterial components are para-hydroxyphenylacetic acid, salicylic acid, vanillic acid, pyromucic acid and hydroquinone.2. Its 1/1800-1/1600 decoction inhibits the growth of leptospira.3. Anti-trichomonas vaginalis i	Heat clearence	清热	NA	7381	NA	566
HERB004463	QIAN LIE LIN MAO JUE	浅裂鳞毛蕨	Fortunate Wood Fern	Dryopteris sublaeta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4059	NA	NA
HERB004464	QIAN LING YIN YANG HUO	黔岭淫羊藿	Thin-rhizome Epimedium	Epimedium leptorrhizum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	951	NA	NA
HERB004465	QIAN MA	荨麻	Hempleaf Nettle Equivalent plant: Urtica dioica	Urtica cannabina	NA	NA	whole herb	To dispel wind and free network vessels, calm liver and settle fright, disperse accumulation and free stool, resolve toxin.	Wind-damp impediment pain, postpartum wind tetany, infant fright wind, sequel of poliomyelitis, hypertension, indigestion, fecal stoppage, urticaria, knocks and falls, snake or insect bites.	NA	NA	NA	NA	NA	7205	NA	NA
HERB004466	QIAN MA YE ZE LAN	NA	White Snakeroot	Eupatorium urticaefolium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4270	NA	NA
HERB004467	QIAN NIAN BU LAN XIN	千年不烂心	Bitter Nightshade Fruit	Solanum dulcamara	NA	NA	whole herb	To expel wind and eliminate damp, clear heat and resolve toxin.	Wind-damp pain, tetanus, swollen welling abscess, malign sore, scab sore, bleeding due to external injury.	NA	NA	NA	NA	NA	2743	NA	NA
HERB004468	QIAN NIAN JIAN	千年健	rhizome of Obscured Homalome	Rhizoma Homalomee occultae	Warm; Pungent; Bitter	Liver; Kidney	NA	To relieve rheumatic conditions and stregnthen the tendons and bones.	Treament of rheumatoid arthritis with pain and cold sensation in the loins and knees, muscular contracture and numbness of the lower extremities.	NA	NA	Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal	祛风湿筋骨药	SMHB00316	5656	316	567
HERB004469	QIAN NIU ZI	牵牛子	Pharbitis seed	Semen Pharbitidis	Cold; Bitter	Lung; Large Intestine; Kidney	seed	To cause drastic purgation for clearing away retained fluid, and to kill worms.	Edema distention fullness, inhibited urine and stool, phlegm-rheum and accumulation-gathering, qi counterflow with cough and asthma, abdominal pain due to worm accumulation, ascariasis, taeniasis.	Extremely Toxic	1. One of its components, pharbitin, is purgative.2. Large dosage may induc hyperemia of kidney and cause hematuria.3. Killing Ascaris suis in vitro.	Drastic Purgatives	通水药	SMHB00318	4848	318	568
HERB004470	QIAN QU CAI	千屈菜	Spiked Loosestrife Equivalent plant: Lythrum anceps	Lythrum salicaria	NA	NA	whole herb	To clear heat and resolve toxin, promote contraction and stanch bleeding.	Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.	NA	NA	NA	NA	NA	6133	NA	NA
HERB004471	QIAN RI HONG	千日红	flower of Globeamaranth	Flos Gomphree	NA	NA	inflorescence or herb	NA	Cough, asthma, pertussis, infant night crying, red eyes with gall, liver heat and dizziness, headache, dysentery, sore and boil.	NA	1. Its decoction or cold-alcoholic infusion is an antiasthmatic.2. Its volatile oil, flavones or saponin exerts an expectorant effect.	Antitussive Antiasthmetics	止咳平喘药	SMHB00317	7407	317	1025
HERB004472	QIAN SHI	芡实	seed of Gordon Euryale	Semen Euryales	Mild; Sweet; Punkery	Spleen; Kidney	NA	1. To strengthen the kidney to preserve essence, drprive dampness to relieve leucorrhagia. 2. To strengthen the spleen to relieve diarrhea.	1. Treatment of kidney-deficiency manifested as nocturnal emission, frequent micturition, enuresis, whitish and turbid urine, or leucorrhagia. 2. Treatment of diarrhea. For diarrhea of spleen-deficiency type.	NA	NA	Astringent Medicinal	收涩药	SMHB00320	6510	320	569
HERB004473	QIAN SHI GEN	芡实根	Gordon Euryale Root	Euryale ferox	NA	NA	root	To dissipate binds and relieve pain, check discharge.	Mounting qi , leukorrhea, innominate toxin swelling.	NA	NA	NA	NA	NA	2170	NA	NA
HERB004474	QIAN SHI JING	芡实茎	Caulis Euryales ferox	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8056	NA	NA
HERB004475	QIAN SHI YE	芡实叶	Folium Euryales ferox	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6265	NA	NA
HERB004476	QIAN YU DA QING	NA	Unfortunate Glorybower	Clerodendron infortunatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8115	NA	NA
HERB004477	QIANG DAO YAO	NA	Purple Hypoestes	Hypoestes purpurea	NA	NA	whole herb	To clear lung and relieve cough, cool blood and stanch bleeding, dissipate stasis and resolve toxin.	Lung heat cough, hemoptysis, blood ejection, spontaneous external bleeding, flooding and spotting, jaundice, diarrhea, stasis swelling from knocks and falls, bleeding knife wound, fracture.	NA	NA	NA	NA	NA	2740	NA	NA
HERB004478	QIANG GU FEI YAN CAO	NA	Consolidated Larkspur	Delphinium consolida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5458	NA	NA
HERB004479	QIANG HUO	羌活	Root and rhizome of Incised Notoptergium	Radix et Rhizoma Notopterygii	Warm; Pungent; Bitter	Bladder; Kidney	rhizome or root	To relieve pain and rheumatic conditions.	Externally contracted wind-cold, headache without sweating, wind-cold-damp impediment, edema, toxin swelling of sores.	NA	Its volatile oil relieves acute myocardial ischemia and increases coronary flow in experimental animals.	Pungent-Warm Exterior-Releasing Medicinal	辛温解表药	SMHB00322	4776	322	570
HERB004480	QIANG LANG	蜣螂	dung beetle	catharsii molosii	Cold; Salty	Liver	NA	For breaking blood and desolving stasis	NA	Toxic	NA	Blood activation and stasis removal	活血化淤	NA	7881	NA	571
HERB004481	QIANG WEI GEN	蔷薇根	Japanese Rose Root	Rosa multiflora	NA	NA	root	To clear heat and resolve toxin, dispel wind and eliminate damp, quicken blood and regulate menstruation, secure essence `nd reduce urine.	Swelling toxin of sore and welling abscess, scalds, mouth sore, bleeding from hemorrhoids, nosebleed(epistaxis), pain in joints, menstrual disorder, dysmenorrhea, chronic dysentery, enuresis, frequent urination, excessive leukorrhea, prolapse of uterus, bone stuck in throat.	NA	NA	NA	NA	NA	2464	NA	NA
HERB004482	QIANG XIANG	NA	Feather Cockscomb	Celosia argentea	NA	NA	seed	To dispel wind-heat, clear liver fire, brighten eyes and eliminate eye screens.	Red eyes with gall, eye screen, dizziness and dim vision, hypertension, nosebleed(epistaxis), wind-heat itching of skin, sore and lichen.	NA	NA	NA	NA	NA	3425	NA	NA
HERB004483	QIAO BING BA QIA	鞘柄菝葜	Sheathstipe Greenbrier	Smilax stans [Syn. Smilax vaginata var. stans ]	NA	NA	rhizome and root	See Smilax sieboldii .	See Smilax sieboldii .	NA	NA	NA	NA	NA	2575	NA	NA
HERB004484	QIAO CHA	巧茶	Khat	Catha edulis	NA	NA	leaf	To clear heat, resolve toxin, raise spirit, allay thirst.	NA	NA	NA	NA	NA	NA	4994	NA	NA
HERB004485	QIAO GUAN JU	NA	Common Coleostephus	Coleostephus myconis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5821	NA	NA
HERB004486	QIAO GUI	NA	Bhutan Pine	Pinus excelsa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6904	NA	NA
HERB004487	QIAO HUANG TAN	NA	Spruce Rosewood	Dalbergia spruceana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4159	NA	NA
HERB004488	QIAO MAI	荞麦	Common Buckwheat	Fagopyrum esculentum	NA	NA	seed	To fortify spleen and disperse accumulation, precipitate qi and loosen intestines, resolve toxin and close sores.	Gastrointestinal accumulation, diarrhea, dysentery, intestine gripping sand, white turbidity, vaginal discharge, spontaneous sweating, night sweating, zoster, erysipelas, effusion of back from welling abscess and flat abscess, scrofula, burns and scalds.	NA	NA	NA	NA	NA	1877	NA	NA
HERB004489	QIAO MAI JIE	荞麦秸	Common Buckwheat Stem	Fagopyrum esculentum	NA	NA	stem-leaf	To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.	Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension.	NA	NA	NA	NA	NA	1933	NA	NA
HERB004490	QIAO MU CI TONG	乔木刺桐	Himalayan Coralbean Equivalent plant: Erythrina variegate	Erythrina arborescens	NA	NA	dried bark or root cortex	To dispel wind and eliminate damp, soothe sinews and quicken network vessels, kill worms and relieve itch.	Wind-damp impediment pain, hypertonicity in limb joints, knocks and falls, scab and lichen, eczema.	NA	NA	NA	NA	NA	4911	NA	NA
HERB004491	QIAO MU HU JIAO	乔木胡椒	Arboreous Pepper	Piper arboreum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6456	NA	NA
HERB004492	QIAO MU SHAO YAO	乔木芍药	Arboreous Peony	Paeonia arborea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2419	NA	NA
HERB004493	QIAO MU ZHUANG HUANG NIU MU	乔木状黄牛木	Genonggang	Cratoxylum arborescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3610	NA	NA
HERB004494	QIAO MU ZHUANG LAN REN	NA	Arboreous Terminalia	Terminalia arborea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7137	NA	NA
HERB004495	QIAO MU ZHUANG YANG MEI	NA	Arboreous Bayberry	Myrica arborea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3243	NA	NA
HERB004496	QIAO MU ZI ZHU	乔木紫珠	Tree Beautyberry	Callicarpa arborea	NA	NA	root and leaf	To cool blood and stanch bleeding.	Bleeding due to external injury, bleeding of digestive tract, spontaneous external bleeding, flooding and spotting.	NA	NA	NA	NA	NA	7609	NA	NA
HERB004497	QIAO SHI DOU LAN	鞘石豆兰	Vaginate Stonebean-orchis	Bulbophyllum vaginatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3268	NA	NA
HERB004498	QIAO TOU	荞头	Chinese Onion	Allium chinense	NA	NA	bulb	See Allium macrostemon.	See Allium macrostemon.	NA	NA	NA	NA	NA	5069	NA	NA
HERB004499	QIE DI	茄蒂	Calyx Solani melongenae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6942	NA	NA
HERB004500	QIE GEN	茄根	root of Garden Eggplant	Radix Solani melongee	Cool; Sweet	Spleen; Large Intestine; Stomach	NA	NA	NA	NA	NA	Wind-Dampnessdispelling And Heatclearing Medicinal	祛风湿清热药	SMHB00323	4345	323	572
HERB004501	QIE HUA	茄花	Flos Solani melongenae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3536	NA	NA
HERB004502	QIE YE	茄叶	Garden Eggplant Leaf	Solanum melongena	NA	NA	leaf	To dissipate blood and disperse swelling.	Blood strangury, blood dysentery, intestinal wind bleeding, swollen welling abscess, frostbite.	NA	NA	NA	NA	NA	3144	NA	NA
HERB004503	QIE ZI	茄子	Garden Eggplant	Solanum melongena	NA	NA	fruit	To clear heat and quicken blood, disperse swelling and relieve pain.	Intestinal wind bleeding, heat toxin swollen welling abscess.	NA	NA	NA	NA	NA	6579	NA	NA
HERB004504	QIN CAI	芹菜	Herba apii leptophylli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3645	NA	NA
HERB004505	QIN HAO	秦蒿	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7809	NA	573
HERB004506	QIN HUA	NA	Javan Waterdropwort Flower	Oenanthe javanica	NA	NA	flower	NA	Spill pulse.	NA	NA	NA	NA	NA	5371	NA	NA
HERB004507	QIN JIAO	秦艽	root of Largeleaf Gentian	Radix Gentiae macrophyllae	Minor cold; Pungent; Bitter	Stomach; Liver; Gallbladder	dried root	To relieve rheumatic conditions, and to remove damp-heat.	Wind-damp impediment pain, hypertonicity of sinews and vessels, aching pain in joints, late afternoon tidal fever, child gan accumulation with fever.	NA	1. Inhibiting experimental arthritis in mice and decreasing capillary permeability.2. Anti-allergric.3. Inducing transient hypotensive effect.	Wind-Dampnessdispelling And Heatclearing Medicinal	祛风湿清热药	SMHB00324	6353	324	574
HERB004508	QIN JIAO HUA	秦艽花	flower of Largeleaf Gentian	Flos Gentianae straminae	Minor cold; Pungent; Bitter	Stomach; Liver; Gallbladder	Gentiana macrophylla Pall.;Gentiana straminea Maxim.;Gentiana crassicaulis Duthie ex Burk.;Gentiana dahurica Fisch.	NA	NA	NA	NA	NA	NA	NA	2451	NA	575
HERB004509	QIN LING BAI LA SHU	秦岭白蜡树	Pax Ash	Fraxinus paxiana	NA	NA	bark	See Fraxinus rhynchophylla .	See Fraxinus rhynchophylla .	NA	NA	NA	NA	NA	5537	NA	NA
HERB004510	QIN LING CUI QUE HUA	秦岭翠雀花	Girald Larkspur	Delphinium giraldii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2964	NA	NA
HERB004511	QIN LING DA HUANG	NA	Qinling Rhubarb	Rheum qinlingense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6976	NA	NA
HERB004512	QIN LING ZHU ZI SHEN	秦岭珠子参	Largeleaf Japanese Ginseng	Panax japonicus var. major	NA	NA	rhizome	To clear heat and nourish yin , stanch bleeding and dissipate stasis, disperse swelling and relieve pain.	Febrile diseases with vexation and thirst, lung heat cough due to yin vacuity, hemoptysis, blood ejection, spontaneous external bleeding, hematochezia, hematuria, flooding and spotting, bleeding due to external injury, wound swelling from knocks and falls, wind-damp impediment pain, stomachache, menstrual disorder, wind-fire toothache, swelling pain in throat, swelling pain of welling abscess and sore.	NA	NA	NA	NA	NA	7879	NA	NA
HERB004513	QIN PI	秦皮	bark of Largeleaf Chinese Ash	Cortex Fraxini	Cold; Bitter	Large Intestine; Liver; Gallbladder	NA	To remove damp-heat, to arrest discharges, and to improve eyesight.	1. Inhibiting the growth of dysentery bacillus and staphylococcus.2. Antitussive and expectorant.3. Aesculin, one of its active components, prolongs the hypnotic effect of hexobarbital in mice.4. Aescuktin, another active component, exerts an antihistaminic effect and relaxes smooth muscles of guinea-pig's trachea in vitro.5. Analgesic. The effect of aescuktin is stronger than that of aspirin but weaker than codeine.	NA	1. Inhibiting the growth of dysentery bacillus and staphylococcus.2. Antitussive and expectorant.3. Aesculin, one of its active components, prolongs the hypnotic effect of hexobarbital in mice.4. Aescuktin, another active component, exerts an antihistamin	Heat-Clearing And Dampnessdrying Medicinal	清热燥湿药	SMHB00325	6789	325	576
HERB004514	QIN ZHUANG AO CHUN JIANG	NA	Lyrate Bo esenbergia	Boesenbergia pandurata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1869	NA	NA
HERB004515	QING AI	NA	Graywhite Wormwood	Artemisia cana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4974	NA	NA
HERB004516	QING DAI	青黛	tural Indigo	Indigo turalis	Cold; Salty	Lung; Stomach; Liver	NA	To remove toxic heat, to reduce heat in blood, and to relieve convulsions.	1. Inhibiting leukemia7212 and many other other tumors in experimental animals2. Enhancing the fuction of reticuloendothelial system in healthy mice and promoting phagocytosis of macrophage in mice with cancer.3. It may cause abdominal pain, diarrhea or bloody stools.	NA	1. Inhibiting leukemia7212 and many other other tumors in experimental animals2. Enhancing the fuction of reticuloendothelial system in healthy mice and promoting phagocytosis of macrophage in mice with cancer.3. It may cause abdominal pain, diarrhea or b	Antipyretic Detoxicate Drugs	清热解毒药	SMHB00326	7058	326	577
